folio,ola,urbano_rural,mujer,indi,edad,d1_1,c5,d5_1,d6_1,c13,d3_1_red,d3_2_red,d4_2_red,d4_3_red,time4
910112401,4,1,Hombre,no_indi,35_44,5,3,3,2,4,1,1,1,1,4
910112502,1,1,Mujer,indi,55_64,4,4,3,3,3,2,1,2,1,1
910112502,2,1,Mujer,indi,65+,4,4,3,5,3,1,1,1,1,2
910112502,3,1,Mujer,indi,65+,5,2,2,2,2,2,2,2,1,3
910112502,4,1,Mujer,indi,65+,5,4,5,4,3,2,2,2,2,4
910112504,1,1,Hombre,no_indi,45_54,4,4,2,5,3,2,1,2,1,1
910112504,2,1,Hombre,no_indi,45_54,5,3,3,4,2,1,1,1,1,2
910112504,3,1,Hombre,indi,45_54,5,2,2,2,2,2,2,2,1,3
910112504,4,1,Hombre,no_indi,55_64,5,3,3,4,4,1,1,1,1,4
910112506,1,1,Hombre,no_indi,25_34,4,4,2,4,3,1,1,1,1,1
910112506,2,1,Hombre,no_indi,25_34,5,4,4,4,3,1,1,1,1,2
910112506,3,1,Hombre,no_indi,35_44,5,4,2,4,3,2,2,2,2,3
910112506,4,1,Hombre,no_indi,35_44,4,3,4,3,4,2,1,2,1,4
910112507,1,1,Mujer,no_indi,35_44,4,3,3,4,3,1,1,1,1,1
910112507,2,1,Mujer,no_indi,35_44,4,4,4,5,3,1,1,1,1,2
910112507,3,1,Mujer,no_indi,45_54,5,4,3,1,3,2,1,1,1,3
910112507,4,1,Mujer,indi,45_54,4,4,4,5,3,2,2,2,2,4
910112508,1,1,Mujer,indi,35_44,4,4,2,5,3,1,1,1,1,1
910112508,2,1,Mujer,indi,35_44,4,4,3,5,3,1,1,1,1,2
910112508,3,1,Mujer,indi,35_44,5,4,1,5,5,1,1,2,2,3
910112508,4,1,Mujer,indi,35_44,5,4,4,4,5,2,1,1,1,4
910112509,1,1,Mujer,no_indi,65+,4,4,2,4,3,1,1,1,1,1
910112509,2,1,Mujer,indi,65+,4,4,4,5,3,1,1,1,1,2
910112509,3,1,Mujer,no_indi,65+,2,4,5,4,3,2,1,1,1,3
910112509,4,1,Mujer,no_indi,65+,5,4,5,5,4,2,2,2,2,4
910112601,1,1,Hombre,indi,18_24,2,4,2,3,5,1,1,1,1,1
910112601,2,1,Hombre,indi,18_24,4,4,4,5,3,1,1,1,1,2
910112601,3,1,Hombre,indi,25_34,4,4,4,4,4,2,1,1,1,3
910112601,4,1,Hombre,indi,25_34,5,4,5,5,3,2,2,1,1,4
910112602,1,1,Mujer,indi,25_34,3,4,2,4,3,1,1,1,1,1
910112602,2,1,Mujer,indi,35_44,5,4,3,5,3,2,2,1,1,2
910112602,3,1,Mujer,indi,35_44,4,4,2,4,2,1,1,1,1,3
910112602,4,1,Mujer,indi,35_44,4,4,4,2,5,2,2,1,1,4
910112604,1,1,Mujer,no_indi,25_34,4,3,2,2,3,1,1,1,1,1
910112604,2,1,Mujer,no_indi,25_34,5,3,3,5,3,1,1,1,1,2
910112604,3,1,Mujer,indi,25_34,5,3,3,2,3,2,2,2,2,3
910112604,4,1,Mujer,indi,25_34,5,4,5,3,4,2,2,2,2,4
910112605,1,1,Hombre,no_indi,35_44,4,4,3,3,3,1,1,1,1,1
910112605,2,1,Hombre,indi,35_44,4,4,4,4,3,1,1,1,1,2
910112605,3,1,Hombre,indi,45_54,5,3,2,4,3,2,1,2,1,3
910112605,4,1,Hombre,indi,45_54,4,3,3,4,3,1,1,1,1,4
910112701,1,1,Mujer,indi,35_44,4,4,2,4,1,1,1,1,1,1
910112701,2,1,Mujer,indi,35_44,4,4,4,4,5,2,1,1,1,2
910112701,3,1,Mujer,indi,35_44,4,5,1,5,3,2,1,2,1,3
910112701,4,1,Mujer,indi,45_54,4,4,5,5,4,2,2,1,1,4
910112705,1,1,Mujer,no_indi,35_44,4,3,3,2,3,2,1,1,1,1
910112705,2,1,Mujer,no_indi,35_44,5,3,2,3,3,1,1,1,1,2
910112705,3,1,Mujer,no_indi,35_44,5,1,3,4,1,1,1,2,1,3
910112705,4,1,Mujer,no_indi,35_44,5,3,4,3,2,2,2,2,2,4
910112707,1,1,Mujer,no_indi,45_54,4,2,3,2,2,1,1,1,1,1
910112707,2,1,Mujer,no_indi,45_54,4,4,2,4,4,1,1,1,1,2
910112707,3,1,Mujer,no_indi,45_54,4,3,2,4,2,1,1,1,1,3
910112707,4,1,Mujer,no_indi,45_54,5,4,5,5,4,2,2,1,1,4
910112708,1,1,Mujer,no_indi,35_44,4,3,2,3,3,1,1,1,1,1
910112708,2,1,Mujer,no_indi,35_44,1,2,2,2,3,2,1,1,1,2
910112708,3,1,Mujer,no_indi,45_54,5,3,2,4,3,1,1,1,1,3
910112708,4,1,Mujer,no_indi,45_54,5,3,5,1,2,2,2,1,1,4
910112709,1,1,Mujer,indi,65+,4,5,2,3,3,1,1,1,1,1
910112709,2,1,Mujer,indi,65+,5,5,2,5,5,1,1,1,1,2
910112709,3,1,Mujer,indi,65+,5,2,4,3,2,1,1,1,1,3
910112709,4,1,Mujer,indi,65+,5,4,4,5,5,2,2,2,2,4
910112802,1,1,Mujer,indi,55_64,4,5,3,4,4,1,1,1,1,1
910112802,2,1,Mujer,indi,65+,5,5,2,4,3,2,2,1,1,2
910112802,3,1,Mujer,indi,65+,4,4,2,4,3,1,1,1,2,3
910112802,4,1,Mujer,indi,65+,4,4,3,4,4,2,1,1,1,4
910112806,1,1,Mujer,no_indi,65+,4,3,2,4,3,1,1,1,1,1
910112806,2,1,Mujer,no_indi,65+,3,3,3,1,2,2,2,1,1,2
910112806,3,1,Mujer,no_indi,65+,4,4,2,3,3,2,2,1,1,3
910112806,4,1,Mujer,no_indi,65+,4,3,1,4,3,2,2,1,1,4
910112808,1,1,Mujer,indi,35_44,4,5,2,4,3,1,1,1,1,1
910112808,2,1,Mujer,indi,35_44,4,4,4,4,1,1,1,1,1,2
910112808,3,1,Mujer,indi,35_44,4,3,4,4,4,2,2,2,2,3
910112808,4,1,Mujer,indi,35_44,5,3,5,5,2,2,2,2,2,4
910112809,1,1,Hombre,indi,45_54,4,5,3,4,3,1,1,1,1,1
910112809,2,1,Hombre,indi,45_54,2,5,3,4,5,2,2,1,1,2
910112809,3,1,Hombre,indi,55_64,5,3,4,2,5,2,1,1,2,3
910112809,4,1,Hombre,indi,55_64,4,3,4,3,3,2,2,1,1,4
910112907,1,1,Mujer,no_indi,25_34,4,3,3,1,2,1,1,1,1,1
910112907,2,1,Mujer,no_indi,25_34,5,4,3,4,3,1,1,1,1,2
910112907,3,1,Mujer,no_indi,25_34,5,4,2,2,3,1,1,1,1,3
910112907,4,1,Mujer,no_indi,25_34,4,4,4,2,3,2,2,1,1,4
910112908,1,1,Mujer,no_indi,65+,4,3,5,4,3,1,1,1,1,1
910112908,2,1,Mujer,no_indi,65+,4,2,4,4,5,1,1,1,1,2
910112908,3,1,Mujer,no_indi,65+,4,2,2,4,2,2,1,2,2,3
910112908,4,1,Mujer,indi,65+,5,3,1,4,3,1,1,1,1,4
910113007,1,1,Hombre,no_indi,18_24,5,3,2,4,3,1,1,1,1,1
910113007,2,1,Hombre,no_indi,18_24,5,4,2,4,5,1,1,2,2,2
910113007,3,1,Hombre,no_indi,18_24,5,4,3,3,3,1,1,2,2,3
910113007,4,1,Hombre,no_indi,25_34,4,3,2,2,3,1,1,1,1,4
910113009,1,1,Hombre,indi,25_34,4,5,2,4,4,1,1,1,1,1
910113009,2,1,Hombre,indi,25_34,4,4,4,5,3,1,1,1,1,2
910113009,3,1,Hombre,indi,35_44,3,4,4,2,4,2,1,1,1,3
910113009,4,1,Hombre,indi,35_44,4,4,3,4,4,1,1,1,1,4
910113010,1,1,Hombre,indi,25_34,4,3,2,4,3,1,1,1,1,1
910113010,2,1,Hombre,indi,25_34,5,4,4,5,3,1,1,1,1,2
910113010,3,1,Hombre,indi,25_34,4,4,2,4,4,2,2,2,1,3
910113010,4,1,Hombre,indi,35_44,5,4,5,5,2,2,2,2,2,4
910113102,1,1,Mujer,indi,45_54,4,4,2,3,4,1,1,1,1,1
910113102,2,1,Mujer,indi,55_64,4,4,1,5,5,1,1,1,1,2
910113102,3,1,Mujer,indi,55_64,4,3,1,1,3,1,1,1,1,3
910113102,4,1,Mujer,no_indi,55_64,5,2,5,5,3,2,2,2,2,4
910113103,1,1,Hombre,indi,35_44,4,4,3,3,4,1,1,1,1,1
910113103,2,1,Hombre,indi,35_44,5,4,2,5,3,1,1,1,1,2
910113103,3,1,Hombre,indi,35_44,4,4,2,4,3,1,1,1,2,3
910113103,4,1,Hombre,indi,35_44,5,5,5,3,3,2,2,1,1,4
910113107,1,1,Hombre,indi,45_54,5,4,3,4,3,1,1,1,1,1
910113107,2,1,Hombre,indi,45_54,4,4,4,5,3,1,1,1,1,2
910113107,3,1,Hombre,indi,45_54,5,5,2,4,4,1,1,2,1,3
910113107,4,1,Hombre,indi,55_64,5,3,4,4,3,2,2,1,1,4
910113108,1,1,Mujer,no_indi,25_34,5,3,4,3,3,1,1,1,1,1
910113108,2,1,Mujer,indi,25_34,4,5,3,5,4,1,1,1,1,2
910113108,3,1,Mujer,no_indi,25_34,4,4,2,4,4,1,1,2,2,3
910113108,4,1,Mujer,no_indi,25_34,4,3,3,3,4,1,1,1,1,4
910113110,1,1,Mujer,no_indi,18_24,5,3,4,4,5,1,1,1,1,1
910113110,2,1,Mujer,no_indi,25_34,4,3,4,5,3,1,1,1,1,2
910113110,3,1,Mujer,indi,25_34,5,2,2,4,1,1,1,1,1,3
910113110,4,1,Mujer,indi,25_34,4,4,4,4,4,2,2,1,1,4
910113209,1,1,Mujer,no_indi,55_64,4,3,2,1,3,1,1,1,1,1
910113209,2,1,Mujer,no_indi,55_64,5,4,4,3,2,2,2,1,1,2
910113209,3,1,Mujer,indi,55_64,5,4,2,4,4,1,1,1,1,3
910113209,4,1,Mujer,no_indi,55_64,4,4,2,4,3,2,2,1,1,4
910113308,1,1,Mujer,no_indi,25_34,4,3,2,5,3,1,1,1,1,1
910113308,2,1,Mujer,indi,25_34,4,4,3,3,3,1,1,1,1,2
910113308,3,1,Mujer,no_indi,25_34,5,3,2,2,4,1,1,1,1,3
910113308,4,1,Mujer,no_indi,25_34,4,3,2,4,2,1,1,1,1,4
910113311,1,1,Hombre,no_indi,35_44,4,3,3,2,3,1,1,1,1,1
910113311,2,1,Hombre,no_indi,35_44,4,3,4,3,4,2,2,1,1,2
910113311,3,1,Hombre,no_indi,35_44,5,4,4,3,5,2,2,1,1,3
910113311,4,1,Hombre,indi,35_44,4,4,4,5,2,2,2,1,1,4
910113401,1,1,Mujer,indi,45_54,3,4,2,4,3,1,1,1,1,1
910113401,2,1,Mujer,indi,45_54,4,3,1,5,3,1,1,1,1,2
910113401,3,1,Mujer,indi,45_54,5,4,2,4,3,1,1,1,1,3
910113401,4,1,Mujer,indi,45_54,4,4,2,4,5,2,1,2,1,4
910113403,1,1,Mujer,indi,45_54,4,4,4,3,3,1,1,1,1,1
910113403,2,1,Mujer,indi,45_54,4,4,3,1,3,1,1,1,1,2
910113403,3,1,Mujer,indi,45_54,4,3,2,4,4,2,1,2,2,3
910113403,4,1,Mujer,indi,45_54,5,4,4,4,3,2,2,1,1,4
910113404,1,1,Mujer,no_indi,55_64,4,4,4,1,3,1,1,1,1,1
910113404,2,1,Mujer,indi,65+,2,5,4,1,4,1,1,1,1,2
910113404,3,1,Mujer,no_indi,65+,5,4,2,2,4,2,1,1,1,3
910113404,4,1,Mujer,indi,65+,4,4,4,5,3,2,2,2,2,4
910113407,1,1,Mujer,no_indi,65+,3,4,4,1,3,1,1,1,1,1
910113407,2,1,Mujer,indi,65+,5,4,2,5,3,1,1,1,1,2
910113407,3,1,Mujer,indi,65+,5,4,4,4,2,2,2,2,2,3
910113407,4,1,Mujer,indi,65+,5,5,5,5,4,2,2,1,1,4
910113501,1,1,Mujer,indi,35_44,4,3,1,4,4,1,1,1,1,1
910113501,2,1,Mujer,indi,35_44,4,4,3,5,3,1,1,1,1,2
910113501,3,1,Mujer,indi,35_44,5,2,4,2,4,2,1,1,2,3
910113501,4,1,Mujer,indi,45_54,2,2,4,2,5,2,2,1,1,4
910113505,1,1,Mujer,no_indi,45_54,4,3,3,2,3,1,1,1,1,1
910113505,2,1,Mujer,no_indi,55_64,3,3,3,4,3,1,1,1,1,2
910113505,3,1,Mujer,indi,55_64,5,2,2,5,3,1,1,2,1,3
910113505,4,1,Mujer,indi,55_64,5,3,5,4,2,2,2,2,2,4
910113601,1,1,Mujer,indi,55_64,4,3,3,1,4,1,1,1,1,1
910113601,2,1,Mujer,indi,55_64,4,4,2,4,4,1,1,1,1,2
910113601,3,1,Mujer,indi,55_64,5,2,4,2,5,2,1,1,1,3
910113601,4,1,Mujer,indi,65+,5,4,5,5,1,2,2,1,1,4
910113602,1,1,Mujer,indi,35_44,4,4,3,4,4,1,1,2,1,1
910113602,2,1,Mujer,indi,35_44,4,3,4,5,3,1,1,1,1,2
910113602,3,1,Mujer,indi,45_54,4,5,3,4,5,2,1,2,1,3
910113602,4,1,Mujer,indi,45_54,4,4,4,4,3,1,1,1,1,4
910113605,1,1,Hombre,no_indi,65+,3,4,3,1,3,1,1,1,1,1
910113605,2,1,Hombre,indi,65+,5,4,4,5,2,1,1,1,1,2
910113605,3,1,Hombre,no_indi,65+,5,3,3,4,3,2,2,2,2,3
910113605,4,1,Hombre,indi,65+,4,3,3,2,3,1,1,1,1,4
910113608,1,1,Mujer,indi,65+,3,5,3,5,4,1,1,2,1,1
910113608,2,1,Mujer,indi,65+,4,3,3,5,3,1,1,1,1,2
910113608,3,1,Mujer,indi,65+,5,5,4,4,2,1,2,2,2,3
910113608,4,1,Mujer,indi,65+,4,4,4,4,3,1,1,1,1,4
910113707,1,1,Mujer,indi,65+,4,4,3,4,4,1,1,1,1,1
910113707,2,1,Mujer,indi,65+,2,5,2,3,2,1,1,1,1,2
910113707,3,1,Mujer,indi,65+,5,2,4,4,4,2,2,2,2,3
910113707,4,1,Mujer,indi,65+,4,3,5,5,3,2,2,2,2,4
910113809,1,1,Hombre,no_indi,45_54,4,4,5,4,3,1,1,1,1,1
910113809,2,1,Hombre,no_indi,45_54,5,4,2,4,1,1,1,1,1,2
910113809,3,1,Hombre,indi,55_64,5,1,1,5,3,1,1,2,2,3
910113809,4,1,Hombre,no_indi,55_64,4,3,4,2,1,2,1,1,1,4
910113810,1,1,Mujer,no_indi,65+,4,4,4,4,3,1,1,1,1,1
910113810,2,1,Hombre,no_indi,65+,2,5,3,3,5,1,1,1,1,2
910113810,3,1,Hombre,no_indi,65+,5,1,4,2,1,2,2,1,1,3
910113810,4,1,Hombre,no_indi,65+,5,4,5,5,3,2,2,2,2,4
910114003,1,1,Hombre,indi,45_54,5,5,1,4,4,1,1,1,1,1
910114003,2,1,Hombre,indi,45_54,4,4,2,5,4,1,1,1,1,2
910114003,3,1,Hombre,indi,45_54,5,4,3,4,3,2,1,2,1,3
910114003,4,1,Hombre,indi,45_54,5,4,5,4,4,2,2,2,2,4
910114007,1,1,Hombre,no_indi,55_64,5,3,2,4,3,1,1,1,1,1
910114007,2,1,Hombre,no_indi,55_64,4,5,3,2,3,2,2,1,1,2
910114007,3,1,Hombre,no_indi,65+,4,3,3,3,1,1,1,1,1,3
910114007,4,1,Hombre,no_indi,65+,4,4,3,3,3,2,1,1,1,4
910114010,1,1,Hombre,no_indi,25_34,4,3,3,4,3,1,1,1,1,1
910114010,2,1,Hombre,no_indi,25_34,4,3,3,4,3,1,1,1,1,2
910114010,3,1,Hombre,no_indi,35_44,5,3,4,3,4,2,2,1,2,3
910114010,4,1,Hombre,no_indi,35_44,4,3,5,2,4,2,2,2,2,4
910145801,1,2,Mujer,indi,18_24,5,5,4,2,1,2,2,1,1,1
910145801,2,2,Mujer,indi,18_24,3,5,4,2,5,2,2,1,1,2
910145801,3,2,Mujer,indi,25_34,5,4,3,4,4,1,1,2,1,3
910145801,4,2,Mujer,indi,25_34,5,4,5,5,4,2,2,2,2,4
910145805,1,2,Mujer,indi,35_44,3,4,3,1,5,2,1,1,1,1
910145805,2,2,Mujer,indi,35_44,1,4,3,2,5,2,2,1,1,2
910145805,3,2,Mujer,indi,45_54,4,3,4,3,5,2,2,1,1,3
910145805,4,2,Mujer,indi,45_54,5,4,5,5,3,2,2,2,2,4
910145807,1,2,Mujer,no_indi,55_64,4,4,2,3,4,1,2,1,1,1
910145807,2,2,Mujer,indi,55_64,4,5,2,4,5,2,1,1,1,2
910145807,3,2,Mujer,no_indi,55_64,5,3,4,3,4,1,1,1,1,3
910145807,4,2,Mujer,indi,55_64,4,1,2,4,2,2,2,1,1,4
910145808,1,2,Mujer,no_indi,55_64,1,5,2,2,5,1,1,1,1,1
910145808,2,2,Mujer,no_indi,55_64,3,3,4,1,4,1,2,1,1,2
910145808,3,2,Mujer,no_indi,55_64,4,3,3,3,4,1,1,2,1,3
910145808,4,2,Mujer,no_indi,55_64,5,4,5,5,2,2,2,2,2,4
910145809,1,2,Mujer,no_indi,25_34,4,3,3,1,3,2,2,1,1,1
910145809,2,2,Mujer,no_indi,25_34,3,1,3,1,1,2,1,1,1,2
910145809,3,2,Mujer,no_indi,25_34,5,3,3,3,4,1,1,1,1,3
910145809,4,2,Mujer,indi,25_34,5,4,5,5,3,2,2,1,1,4
910145904,1,2,Mujer,no_indi,45_54,4,3,2,1,3,2,2,1,1,1
910145904,2,2,Mujer,indi,45_54,4,3,3,1,4,2,1,1,1,2
910145904,3,2,Mujer,no_indi,55_64,4,3,3,3,3,1,1,2,2,3
910145904,4,2,Mujer,indi,55_64,4,3,5,5,3,2,2,2,2,4
910145905,1,2,Mujer,indi,25_34,4,4,4,1,4,2,1,1,1,1
910145905,2,2,Mujer,indi,35_44,4,4,4,2,3,2,1,1,1,2
910145905,3,2,Mujer,indi,35_44,4,4,2,2,4,2,1,1,1,3
910145905,4,2,Mujer,indi,35_44,5,3,5,5,2,2,2,1,1,4
910146002,1,2,Mujer,indi,55_64,5,4,3,4,1,2,2,2,2,1
910146002,2,2,Mujer,indi,55_64,2,4,4,2,3,1,1,1,1,2
910146002,3,2,Mujer,indi,55_64,5,4,4,4,4,1,1,2,1,3
910146002,4,2,Mujer,indi,55_64,5,3,5,5,4,2,2,2,2,4
910146004,1,2,Hombre,indi,55_64,4,5,4,4,5,2,1,1,1,1
910146004,2,2,Hombre,indi,55_64,3,4,4,3,5,1,1,1,1,2
910146004,3,2,Hombre,indi,55_64,5,4,4,4,4,1,1,1,1,3
910146004,4,2,Hombre,indi,65+,4,4,4,5,5,2,2,1,1,4
910146005,1,2,Mujer,indi,25_34,3,4,2,1,5,2,1,1,1,1
910146005,2,2,Mujer,indi,25_34,3,4,3,2,5,2,2,1,1,2
910146005,3,2,Mujer,indi,25_34,4,5,4,2,2,2,1,1,1,3
910146005,4,2,Mujer,indi,35_44,4,4,3,5,5,1,1,1,1,4
910146006,1,2,Hombre,indi,55_64,4,4,4,1,5,2,1,1,1,1
910146006,2,2,Hombre,indi,55_64,5,5,4,4,5,2,2,1,2,2
910146006,3,2,Hombre,indi,55_64,4,3,3,4,5,2,2,1,2,3
910146006,4,2,Hombre,indi,65+,5,3,5,5,4,2,2,2,2,4
910146007,1,2,Mujer,no_indi,65+,4,5,4,2,5,1,1,1,1,1
910146007,2,2,Mujer,no_indi,65+,4,4,4,2,5,2,1,1,1,2
910146007,3,2,Mujer,no_indi,65+,3,2,2,4,4,1,1,2,1,3
910146007,4,2,Mujer,no_indi,65+,4,4,4,2,3,2,2,1,1,4
910146405,1,2,Hombre,no_indi,45_54,4,4,4,1,4,2,1,1,1,1
910146405,2,2,Hombre,no_indi,45_54,3,4,3,2,5,2,1,1,1,2
910146405,3,2,Hombre,indi,55_64,4,3,3,4,4,2,2,2,1,3
910146405,4,2,Hombre,indi,55_64,5,5,3,5,4,2,2,2,2,4
910146604,1,2,Mujer,no_indi,55_64,4,5,3,2,3,2,2,1,2,1
910146604,2,2,Mujer,indi,55_64,2,3,3,3,3,1,1,1,1,2
910146604,3,2,Mujer,no_indi,65+,3,3,3,3,3,1,1,1,1,3
910146604,4,2,Mujer,indi,65+,4,3,4,4,3,2,2,2,2,4
910165201,1,1,Mujer,indi,25_34,4,4,2,3,5,1,1,1,1,1
910165201,2,1,Mujer,indi,25_34,3,3,2,1,2,2,1,1,1,2
910165201,3,1,Mujer,indi,25_34,4,3,3,3,3,2,2,1,1,3
910165201,4,1,Mujer,indi,35_44,4,3,3,1,3,2,2,1,1,4
910165208,1,1,Hombre,no_indi,55_64,4,3,2,3,5,1,1,1,1,1
910165208,2,1,Hombre,no_indi,55_64,1,4,4,3,4,1,1,1,1,2
910165208,3,1,Hombre,indi,55_64,4,4,3,3,4,2,2,2,2,3
910165208,4,1,Hombre,indi,55_64,3,3,3,4,3,2,2,2,2,4
910172903,1,2,Mujer,indi,65+,5,4,3,5,4,1,1,1,1,1
910172903,2,2,Mujer,indi,65+,2,3,3,4,2,1,1,1,1,2
910172903,3,1,Mujer,indi,65+,5,1,4,4,1,2,2,1,1,3
910172903,4,1,Mujer,indi,65+,2,3,4,5,2,2,2,1,1,4
910175803,1,1,Hombre,indi,55_64,4,4,3,3,5,1,1,1,1,1
910175803,2,1,Hombre,indi,55_64,4,4,3,3,3,1,1,1,1,2
910175803,3,1,Hombre,indi,55_64,4,4,3,4,5,2,2,1,1,3
910175803,4,1,Hombre,indi,65+,4,4,3,4,5,2,2,1,1,4
910175810,1,1,Mujer,no_indi,45_54,4,1,2,1,3,1,1,1,1,1
910175810,2,1,Mujer,no_indi,55_64,4,3,2,3,4,1,1,1,1,2
910175810,3,1,Mujer,no_indi,55_64,5,4,2,2,3,1,1,1,1,3
910175810,4,1,Mujer,no_indi,55_64,2,3,2,2,3,1,1,1,1,4
910175904,1,1,Mujer,no_indi,25_34,4,4,3,2,3,1,1,1,1,1
910175904,2,1,Mujer,no_indi,25_34,5,4,4,5,3,1,1,1,1,2
910175904,3,1,Mujer,no_indi,25_34,4,4,2,2,5,2,1,2,2,3
910175904,4,1,Mujer,no_indi,25_34,4,4,2,2,4,2,1,1,1,4
910175909,1,1,Mujer,no_indi,45_54,4,4,4,4,4,2,2,1,1,1
910175909,2,1,Mujer,no_indi,45_54,4,3,2,3,3,1,1,1,1,2
910175909,3,1,Mujer,no_indi,45_54,4,2,2,4,4,2,2,1,1,3
910175909,4,1,Mujer,indi,45_54,5,3,3,3,4,2,2,1,1,4
910213901,1,1,Mujer,indi,35_44,4,4,4,4,4,1,1,1,1,1
910213901,2,1,Mujer,indi,35_44,5,5,1,5,2,1,1,2,2,2
910213901,3,1,Mujer,indi,45_54,3,5,3,3,3,1,1,1,1,3
910213901,4,1,Mujer,indi,45_54,5,3,5,5,3,2,2,2,2,4
910214007,1,1,Mujer,indi,55_64,5,5,3,5,4,1,1,1,1,1
910214007,2,1,Mujer,indi,65+,4,5,3,1,2,2,2,1,1,2
910214007,3,1,Mujer,indi,65+,3,4,4,4,3,2,2,1,2,3
910214007,4,1,Mujer,indi,65+,4,2,4,4,4,1,1,1,1,4
910214102,1,1,Mujer,indi,35_44,4,4,3,4,5,1,1,1,1,1
910214102,2,1,Mujer,indi,45_54,5,1,1,1,2,2,1,1,1,2
910214102,3,1,Mujer,indi,45_54,3,4,4,4,4,1,1,2,1,3
910214102,4,1,Mujer,indi,45_54,5,4,5,5,4,2,2,1,1,4
910214109,1,1,Hombre,indi,25_34,4,4,3,4,5,1,1,1,1,1
910214109,2,1,Hombre,no_indi,25_34,3,5,3,4,4,1,1,1,1,2
910214109,3,1,Hombre,no_indi,35_44,4,3,3,3,2,1,1,1,1,3
910214109,4,1,Hombre,no_indi,35_44,5,3,3,2,2,1,1,1,1,4
910246501,1,2,Mujer,indi,55_64,1,4,2,4,5,1,1,1,1,1
910246501,2,2,Mujer,indi,55_64,4,3,4,4,4,1,1,1,1,2
910246501,3,2,Mujer,indi,65+,4,4,3,4,4,1,1,2,1,3
910246501,4,2,Mujer,indi,65+,5,3,5,5,3,2,2,2,2,4
910246502,1,2,Mujer,indi,65+,4,5,4,2,2,2,2,2,2,1
910246502,2,2,Mujer,indi,65+,4,4,4,3,4,2,1,1,1,2
910246502,3,2,Mujer,indi,65+,5,4,1,5,4,1,1,2,1,3
910246502,4,2,Mujer,indi,65+,5,4,5,5,2,2,2,2,2,4
910246503,1,2,Mujer,no_indi,45_54,3,3,3,2,4,2,1,1,1,1
910246503,2,2,Mujer,no_indi,45_54,4,3,3,1,4,2,1,1,1,2
910246503,3,2,Mujer,no_indi,55_64,4,3,1,3,4,1,1,2,1,3
910246503,4,2,Mujer,no_indi,55_64,5,3,5,5,3,2,2,2,2,4
910246504,1,2,Hombre,indi,45_54,3,5,4,3,5,2,1,1,1,1
910246504,2,2,Hombre,indi,45_54,3,4,2,3,4,2,1,1,1,2
910246504,3,2,Hombre,indi,55_64,4,5,3,3,4,1,1,1,1,3
910246504,4,2,Hombre,indi,55_64,4,4,4,4,5,1,1,1,1,4
910246602,1,2,Mujer,no_indi,65+,4,3,4,4,4,2,2,2,2,1
910246602,2,2,Mujer,indi,65+,4,5,2,2,2,1,1,1,1,2
910246602,3,2,Mujer,no_indi,65+,5,5,3,4,4,1,1,2,1,3
910246602,4,2,Mujer,indi,65+,5,4,5,5,2,2,2,2,2,4
910246605,1,2,Hombre,no_indi,55_64,4,4,2,1,3,2,2,1,1,1
910246605,2,2,Hombre,no_indi,65+,3,4,4,2,5,1,1,1,1,2
910246605,3,2,Hombre,no_indi,65+,4,3,2,3,3,1,1,1,1,3
910246605,4,2,Hombre,no_indi,65+,4,3,5,5,3,2,2,2,2,4
910246701,1,2,Hombre,indi,35_44,5,4,3,1,5,2,1,1,1,1
910246701,2,2,Hombre,indi,35_44,5,4,3,2,3,1,1,1,1,2
910246701,3,2,Hombre,indi,45_54,4,4,1,4,5,1,1,1,1,3
910246701,4,2,Hombre,indi,45_54,5,4,5,1,3,2,2,2,2,4
910246705,1,2,Mujer,no_indi,55_64,3,3,4,1,4,2,2,1,1,1
910246705,2,2,Mujer,indi,55_64,5,5,5,4,4,2,2,2,2,2
910246705,3,2,Mujer,no_indi,65+,5,3,2,4,3,1,1,2,1,3
910246705,4,2,Mujer,no_indi,65+,5,4,5,5,2,2,2,1,1,4
910346803,1,2,Mujer,indi,65+,2,4,4,3,4,1,1,2,1,1
910346803,2,2,Mujer,indi,65+,4,4,4,4,2,1,1,1,1,2
910346803,3,2,Mujer,indi,65+,4,4,3,4,4,2,2,2,2,3
910346803,4,2,Mujer,no_indi,65+,5,4,5,3,4,2,2,2,2,4
910346805,1,2,Hombre,no_indi,65+,3,3,4,4,3,2,1,1,1,1
910346805,2,2,Hombre,no_indi,65+,4,4,4,4,4,2,1,1,1,2
910346805,3,2,Hombre,no_indi,65+,3,3,4,4,3,2,1,2,2,3
910346805,4,2,Hombre,no_indi,65+,5,4,4,3,3,2,1,1,1,4
910346806,1,2,Hombre,no_indi,18_24,4,1,4,1,3,2,1,1,1,1
910346806,2,2,Hombre,no_indi,18_24,4,4,2,2,4,2,2,1,1,2
910346806,3,2,Hombre,no_indi,18_24,5,3,2,4,3,2,2,2,2,3
910346806,4,2,Hombre,no_indi,18_24,5,4,4,1,2,2,2,1,1,4
910346901,1,2,Mujer,indi,45_54,4,5,4,3,5,2,1,1,1,1
910346901,2,2,Mujer,indi,45_54,3,2,4,1,5,1,1,1,1,2
910346901,3,2,Mujer,indi,55_64,2,3,2,3,5,2,1,1,1,3
910346901,4,2,Mujer,indi,55_64,5,5,4,5,5,1,1,1,1,4
910346904,1,2,Mujer,no_indi,55_64,5,4,3,1,5,2,1,1,1,1
910346904,2,2,Mujer,no_indi,65+,4,5,3,2,4,1,1,1,1,2
