folio,ola,urbano_rural,mujer,indi,edad,d1_1,c5,d5_1,d6_1,c13,d3_1_red,d3_2_red,d4_2_red,d4_3_red,time4
1030119603,4,1,Mujer,indi,45_54,5,5,2,5,5,1,1,2,1,4
1030119607,1,1,Mujer,no_indi,65+,4,3,4,2,3,2,2,2,2,1
1030119607,2,1,Mujer,indi,65+,4,3,2,1,3,2,2,1,1,2
1030119607,3,1,Mujer,indi,65+,5,4,1,5,3,1,1,2,2,3
1030119607,4,1,Mujer,no_indi,65+,4,4,4,2,5,2,2,2,2,4
1030119701,1,1,Mujer,no_indi,45_54,5,3,4,2,2,2,2,2,1,1
1030119701,2,1,Mujer,no_indi,55_64,4,4,4,2,2,2,2,1,1,2
1030119701,3,1,Mujer,indi,55_64,5,5,3,3,3,1,1,1,1,3
1030119701,4,1,Mujer,no_indi,55_64,5,1,4,1,3,2,1,1,1,4
1030119703,1,1,Hombre,indi,55_64,2,5,2,4,3,1,1,1,1,1
1030119703,2,1,Hombre,indi,55_64,4,5,2,4,3,1,1,1,1,2
1030119703,3,1,Hombre,indi,55_64,5,4,2,4,5,1,1,2,1,3
1030119703,4,1,Hombre,no_indi,55_64,5,4,3,3,3,2,2,1,1,4
1030119707,1,1,Hombre,no_indi,65+,5,4,2,4,1,1,1,1,1,1
1030119707,2,1,Hombre,no_indi,65+,4,3,2,4,3,1,1,1,1,2
1030119707,3,1,Hombre,no_indi,65+,5,3,4,4,4,1,1,2,1,3
1030119707,4,1,Hombre,no_indi,65+,5,3,4,1,3,2,2,1,1,4
1030119708,1,1,Mujer,indi,35_44,5,5,2,4,3,2,1,1,1,1
1030119708,2,1,Mujer,indi,35_44,4,4,4,4,1,2,1,1,1,2
1030119708,3,1,Mujer,indi,35_44,5,4,2,4,3,1,1,2,2,3
1030119708,4,1,Mujer,indi,35_44,4,4,2,4,4,1,1,2,2,4
1030119709,1,1,Mujer,indi,25_34,4,5,3,4,3,1,1,1,1,1
1030119709,2,1,Mujer,indi,25_34,5,5,2,4,3,1,1,1,1,2
1030119709,3,1,Mujer,indi,35_44,5,3,1,1,3,1,1,2,2,3
1030119709,4,1,Mujer,indi,35_44,5,5,1,4,5,1,1,2,1,4
1030119801,1,1,Hombre,indi,55_64,5,5,4,4,4,2,1,2,1,1
1030119801,2,1,Hombre,indi,55_64,4,5,1,4,4,1,1,1,1,2
1030119801,3,1,Hombre,indi,55_64,4,5,2,5,4,1,1,2,1,3
1030119801,4,1,Hombre,indi,55_64,5,5,1,5,5,1,1,1,1,4
1030119804,1,1,Mujer,no_indi,35_44,5,3,1,4,4,1,1,1,1,1
1030119804,2,1,Mujer,indi,45_54,4,3,1,4,2,1,1,2,1,2
1030119804,3,1,Mujer,indi,45_54,5,4,1,5,5,1,1,2,2,3
1030119804,4,1,Mujer,indi,45_54,5,4,1,4,3,1,1,2,1,4
1030119901,1,1,Mujer,indi,65+,4,5,3,2,2,2,2,2,2,1
1030119901,2,1,Mujer,indi,65+,5,5,3,5,2,2,1,1,1,2
1030119901,3,1,Mujer,indi,65+,4,3,2,4,4,1,1,2,2,3
1030119901,4,1,Mujer,indi,65+,4,4,2,4,3,1,1,2,1,4
1030120003,1,1,Mujer,indi,18_24,3,3,2,2,3,2,2,2,2,1
1030120003,2,1,Mujer,indi,18_24,4,3,3,4,2,2,1,1,1,2
1030120003,3,1,Mujer,indi,25_34,5,2,2,3,3,1,1,1,1,3
1030120003,4,1,Mujer,indi,25_34,5,2,2,3,3,1,1,1,1,4
1030120101,1,1,Hombre,indi,65+,4,5,2,5,3,1,1,2,1,1
1030120101,2,1,Hombre,indi,65+,5,5,1,5,5,1,1,2,1,2
1030120101,3,1,Hombre,indi,65+,5,5,3,5,4,1,1,2,2,3
1030120101,4,1,Hombre,indi,65+,5,5,3,5,3,1,1,2,1,4
1030120103,1,1,Mujer,indi,25_34,4,4,1,4,4,1,1,1,1,1
1030120103,2,1,Mujer,indi,25_34,5,3,2,4,2,1,1,1,1,2
1030120103,3,1,Mujer,indi,25_34,4,5,3,4,1,1,1,2,2,3
1030120103,4,1,Mujer,indi,25_34,4,5,2,4,5,2,1,2,2,4
1030120107,1,1,Mujer,indi,25_34,4,4,1,5,4,1,1,1,1,1
1030120107,2,1,Mujer,indi,25_34,5,2,1,5,5,1,1,1,1,2
1030120107,3,1,Mujer,indi,25_34,4,5,2,5,4,1,1,2,2,3
1030120107,4,1,Mujer,indi,25_34,5,3,5,5,3,2,2,1,1,4
1030120108,1,1,Mujer,no_indi,65+,4,4,2,3,3,1,1,1,1,1
1030120108,2,1,Mujer,no_indi,65+,2,2,5,5,3,2,2,1,1,2
1030120108,3,1,Mujer,no_indi,65+,5,2,4,4,2,1,1,1,1,3
1030120108,4,1,Mujer,no_indi,65+,5,2,4,4,2,1,1,1,1,4
1030120202,1,1,Hombre,indi,35_44,4,4,3,4,4,2,1,2,2,1
1030120202,2,1,Hombre,indi,35_44,4,3,4,4,2,2,1,2,2,2
1030120202,3,1,Hombre,indi,45_54,4,4,4,4,4,1,1,2,2,3
1030120202,4,1,Hombre,indi,45_54,5,4,3,3,3,2,2,1,1,4
1030120204,1,1,Mujer,indi,18_24,4,4,2,4,3,2,1,1,1,1
1030120204,2,1,Mujer,indi,18_24,5,4,1,5,3,1,1,1,1,2
1030120204,3,1,Mujer,indi,25_34,5,4,1,4,4,1,1,2,2,3
1030120204,4,1,Mujer,indi,25_34,4,4,3,2,3,1,1,1,1,4
1030120206,1,1,Hombre,indi,45_54,4,4,1,5,4,1,2,2,2,1
1030120206,2,1,Hombre,indi,45_54,5,4,2,4,1,2,1,1,1,2
1030120206,3,1,Hombre,indi,45_54,5,4,4,5,4,1,1,1,2,3
1030120206,4,1,Hombre,indi,45_54,5,5,1,4,5,1,1,2,2,4
1030120207,1,1,Mujer,indi,25_34,5,5,3,1,4,2,1,1,1,1
1030120207,2,1,Mujer,indi,25_34,4,3,4,2,4,2,2,1,1,2
1030120207,3,1,Mujer,indi,25_34,5,4,3,5,3,1,1,2,2,3
1030120207,4,1,Mujer,no_indi,25_34,5,3,2,4,5,2,2,2,2,4
1030120302,1,1,Mujer,no_indi,55_64,3,4,3,3,4,1,1,1,1,1
1030120302,2,1,Mujer,no_indi,55_64,4,4,2,3,4,1,1,2,2,2
1030120302,3,1,Mujer,no_indi,55_64,4,4,2,2,4,2,2,2,2,3
1030120302,4,1,Mujer,no_indi,55_64,4,4,2,2,4,2,2,2,2,4
1030120403,1,1,Mujer,indi,35_44,5,4,3,5,3,1,1,2,1,1
1030120403,2,1,Mujer,indi,45_54,4,4,3,5,4,2,2,2,2,2
1030120403,3,1,Mujer,indi,45_54,5,3,1,4,3,1,1,2,1,3
1030120403,4,1,Mujer,indi,45_54,5,3,2,3,4,1,1,2,1,4
1030120405,1,1,Hombre,indi,45_54,2,5,2,5,4,2,2,2,2,1
1030120405,2,1,Hombre,indi,45_54,4,5,3,5,3,2,2,1,1,2
1030120405,3,1,Hombre,indi,45_54,4,5,3,4,1,1,1,2,2,3
1030120405,4,1,Hombre,indi,45_54,5,4,4,2,3,2,2,2,1,4
1030120407,1,1,Hombre,no_indi,55_64,4,5,2,5,3,2,1,1,1,1
1030120407,2,1,Hombre,no_indi,55_64,5,2,1,2,2,2,1,1,1,2
1030120407,3,1,Hombre,no_indi,55_64,4,2,2,4,3,2,1,2,2,3
1030120407,4,1,Hombre,no_indi,65+,5,3,4,1,1,2,2,1,1,4
1030120502,1,1,Mujer,indi,65+,4,4,4,4,2,2,2,2,2,1
1030120502,2,1,Mujer,indi,65+,3,4,4,4,1,1,1,1,1,2
1030120502,3,1,Mujer,indi,65+,5,4,4,4,3,1,1,2,2,3
1030120502,4,1,Mujer,indi,65+,5,4,3,4,3,2,2,2,2,4
1030120503,1,1,Hombre,indi,65+,4,4,2,4,3,2,1,2,2,1
1030120503,2,1,Hombre,indi,65+,2,4,4,4,3,2,2,2,2,2
1030120503,3,1,Hombre,no_indi,65+,5,3,3,3,4,2,1,1,1,3
1030120503,4,1,Hombre,no_indi,65+,5,3,3,3,4,2,1,1,1,4
1030120605,1,1,Mujer,no_indi,55_64,4,4,1,3,3,1,1,1,1,1
1030120605,2,1,Mujer,indi,55_64,5,4,4,4,3,2,2,2,2,2
1030120605,3,1,Mujer,indi,65+,5,4,3,1,3,2,2,1,1,3
1030120605,4,1,Mujer,no_indi,65+,4,3,3,2,1,1,1,1,1,4
1030120607,1,1,Mujer,no_indi,18_24,4,3,2,2,3,1,1,1,1,1
1030120607,2,1,Mujer,no_indi,18_24,5,4,2,4,3,2,2,2,2,2
1030120607,3,1,Mujer,no_indi,25_34,4,4,2,4,3,1,1,2,1,3
1030120607,4,1,Mujer,no_indi,25_34,4,4,2,4,3,1,1,2,1,4
1030120801,1,1,Mujer,no_indi,18_24,4,4,1,4,3,1,1,1,1,1
1030120801,2,1,Mujer,no_indi,18_24,5,5,3,5,2,2,2,1,1,2
1030120801,3,1,Mujer,no_indi,18_24,4,5,2,4,2,1,1,2,2,3
1030120801,4,1,Mujer,no_indi,25_34,5,5,2,4,3,1,1,1,1,4
1030120901,1,1,Mujer,indi,45_54,4,3,1,4,3,1,1,1,1,1
1030120901,2,1,Mujer,indi,45_54,5,5,2,4,1,1,1,1,1,2
1030120901,3,1,Mujer,indi,55_64,5,5,1,5,4,1,1,1,2,3
1030120901,4,1,Mujer,indi,55_64,5,4,2,4,2,1,1,1,1,4
1030120908,1,1,Hombre,no_indi,55_64,2,3,2,4,5,1,1,1,1,1
1030120908,2,1,Hombre,no_indi,55_64,5,5,4,4,3,2,1,1,2,2
1030120908,3,1,Hombre,indi,55_64,4,1,4,4,5,1,2,2,2,3
1030120908,4,1,Hombre,no_indi,55_64,4,4,4,3,3,2,2,1,1,4
1030155901,1,2,Mujer,indi,55_64,2,3,2,4,5,1,1,1,1,1
1030155901,2,2,Mujer,indi,65+,5,2,1,3,5,1,1,1,1,2
1030155901,3,2,Mujer,indi,65+,4,2,4,4,5,2,1,1,1,3
1030155901,4,2,Mujer,indi,65+,4,3,4,4,5,2,1,1,1,4
1030155906,1,2,Mujer,no_indi,45_54,4,3,4,3,5,2,1,1,1,1
1030155906,2,2,Mujer,no_indi,45_54,2,4,3,1,5,1,1,1,1,2
1030155906,3,2,Mujer,indi,45_54,3,4,3,4,5,1,1,1,1,3
1030155906,4,2,Mujer,no_indi,55_64,3,4,4,3,5,1,1,1,1,4
1030156005,1,2,Mujer,no_indi,35_44,3,4,3,4,2,1,1,2,1,1
1030156005,2,2,Mujer,no_indi,45_54,4,4,3,4,3,2,1,2,2,2
1030156005,3,2,Mujer,no_indi,45_54,5,3,1,5,3,1,1,2,2,3
1030156005,4,2,Mujer,no_indi,45_54,5,3,1,5,3,1,1,2,2,4
1030156006,1,2,Mujer,no_indi,45_54,5,4,2,1,3,2,2,1,1,1
1030156006,2,2,Mujer,no_indi,45_54,4,4,4,4,3,2,2,1,1,2
1030156006,3,2,Mujer,no_indi,55_64,5,4,3,4,3,1,1,2,1,3
1030156006,4,2,Mujer,no_indi,55_64,5,4,4,3,4,2,2,2,1,4
1030156103,1,2,Mujer,indi,65+,3,5,2,4,2,2,2,2,2,1
1030156103,2,2,Mujer,indi,65+,5,4,3,4,5,2,2,2,2,2
1030156103,3,2,Mujer,indi,65+,2,3,4,2,2,2,1,1,1,3
1030156103,4,2,Mujer,indi,65+,5,4,5,5,3,2,2,2,2,4
1030158401,1,2,Mujer,indi,25_34,5,4,2,4,4,1,1,2,1,1
1030158401,2,2,Mujer,indi,25_34,4,4,4,3,4,2,1,1,1,2
1030158401,3,2,Mujer,indi,25_34,5,3,2,4,4,2,1,2,1,3
1030158401,4,2,Mujer,indi,25_34,5,3,3,4,4,1,1,1,1,4
1030158404,1,2,Hombre,no_indi,65+,3,4,4,2,3,2,1,1,1,1
1030158404,2,2,Hombre,no_indi,65+,3,4,4,2,3,2,1,1,1,2
1030158404,3,2,Hombre,no_indi,65+,3,4,4,3,3,2,2,2,1,3
1030158404,4,2,Hombre,no_indi,65+,4,4,4,3,3,1,1,1,1,4
1030161005,1,1,Mujer,indi,45_54,5,5,2,4,5,1,1,1,1,1
1030161005,2,1,Mujer,indi,55_64,5,3,2,4,4,2,1,1,1,2
1030161005,3,1,Mujer,indi,55_64,4,4,1,5,5,1,2,2,2,3
1030161005,4,1,Mujer,indi,55_64,3,4,2,4,4,1,1,1,1,4
1030161006,1,1,Hombre,no_indi,25_34,5,3,3,1,3,2,1,1,1,1
1030161006,2,1,Hombre,no_indi,35_44,4,4,4,3,2,2,1,1,1,2
1030161006,3,1,Hombre,no_indi,35_44,5,3,3,3,2,2,2,1,1,3
1030161006,4,1,Hombre,no_indi,35_44,5,3,3,3,2,2,2,1,1,4
1030172506,1,2,Mujer,no_indi,35_44,4,4,4,2,3,2,2,1,1,1
1030172506,2,2,Mujer,no_indi,45_54,5,4,4,2,3,2,2,1,1,2
1030172506,3,1,Mujer,no_indi,45_54,4,3,4,2,3,2,2,1,1,3
1030172506,4,1,Mujer,indi,45_54,4,3,4,2,3,2,2,1,1,4
1030172507,1,2,Mujer,indi,35_44,5,2,2,3,3,2,2,2,2,1
1030172507,2,2,Mujer,indi,35_44,4,4,3,4,4,2,1,2,2,2
1030172507,3,1,Mujer,indi,45_54,4,4,2,4,3,2,1,2,2,3
1030172507,4,1,Mujer,indi,45_54,4,4,2,4,2,1,1,2,2,4
1030172508,1,2,Mujer,indi,35_44,4,4,2,2,3,2,2,1,1,1
1030172508,2,2,Mujer,indi,35_44,4,3,2,2,5,2,1,1,1,2
1030172508,3,1,Mujer,indi,35_44,5,4,2,4,2,1,1,2,2,3
1030172508,4,1,Mujer,indi,35_44,5,5,4,3,1,2,2,2,1,4
1030174907,1,1,Mujer,no_indi,35_44,4,2,1,1,2,1,2,2,2,1
1030174907,2,1,Mujer,no_indi,45_54,4,1,3,2,1,2,2,2,1,2
1030174907,3,1,Mujer,no_indi,45_54,2,3,2,2,2,2,2,2,1,3
1030174907,4,1,Mujer,indi,45_54,4,4,1,3,4,1,1,2,1,4
1030320705,1,1,Mujer,no_indi,55_64,4,4,3,4,3,1,1,1,1,1
1030320705,2,1,Mujer,no_indi,55_64,5,2,5,1,1,2,2,1,1,2
1030320705,3,1,Mujer,no_indi,55_64,3,2,2,3,1,2,2,2,2,3
1030320705,4,1,Mujer,no_indi,55_64,3,2,4,4,3,1,1,1,2,4
1030361607,1,1,Mujer,no_indi,65+,4,5,4,3,3,1,1,1,1,1
1030361607,2,1,Mujer,no_indi,65+,3,4,2,1,1,2,1,1,1,2
1030361607,3,1,Mujer,indi,65+,4,4,4,3,1,2,1,2,2,3
1030361607,4,1,Mujer,no_indi,65+,4,3,2,3,1,2,2,1,1,4
1030361608,1,1,Hombre,no_indi,65+,4,4,4,4,3,2,1,1,1,1
1030361608,2,1,Hombre,no_indi,65+,4,5,2,3,1,1,1,1,1,2
1030361608,3,1,Hombre,no_indi,65+,2,1,4,4,1,2,1,1,1,3
1030361608,4,1,Hombre,no_indi,65+,2,1,4,4,1,2,1,1,1,4
1030361610,1,1,Mujer,indi,55_64,4,4,2,4,4,1,1,2,1,1
1030361610,2,1,Mujer,indi,55_64,4,4,1,5,5,1,1,1,1,2
1030361610,3,1,Mujer,indi,55_64,4,5,2,4,4,2,1,2,1,3
1030361610,4,1,Mujer,indi,65+,2,5,3,3,4,2,2,1,1,4
1030520802,1,1,Mujer,indi,25_34,4,4,1,3,4,2,1,1,1,1
1030520802,2,1,Mujer,indi,35_44,2,5,3,3,3,2,1,2,2,2
1030520802,3,1,Mujer,indi,35_44,4,3,2,3,4,1,1,1,1,3
1030520802,4,1,Mujer,indi,35_44,4,4,3,2,4,1,1,1,1,4
1030520803,1,1,Mujer,no_indi,45_54,3,4,2,3,4,1,1,1,1,1
1030520803,2,1,Mujer,no_indi,45_54,2,4,3,4,3,2,1,1,1,2
1030520803,3,1,Mujer,no_indi,55_64,4,4,3,3,3,1,1,1,1,3
1030520803,4,1,Mujer,no_indi,55_64,5,4,3,2,2,2,2,2,1,4
1030556502,1,2,Hombre,indi,55_64,5,2,4,4,3,2,2,1,1,1
1030556502,2,2,Hombre,indi,55_64,4,4,2,4,3,2,2,1,1,2
1030556502,3,2,Hombre,indi,55_64,5,4,4,5,1,1,1,2,2,3
1030556502,4,2,Hombre,indi,65+,4,4,1,2,4,1,1,2,2,4
1030656604,1,2,Mujer,no_indi,65+,5,1,4,2,3,2,1,1,1,1
1030656604,2,2,Mujer,no_indi,65+,4,4,2,4,3,2,2,1,1,2
1030656604,3,2,Mujer,no_indi,65+,5,2,3,2,3,2,2,2,2,3
1030656604,4,2,Mujer,no_indi,65+,5,3,4,1,4,2,2,1,1,4
1040167106,1,1,Hombre,no_indi,55_64,3,4,4,4,2,2,1,2,2,1
1040167106,2,1,Hombre,no_indi,55_64,3,4,2,4,2,2,1,2,1,2
1040167106,3,1,Hombre,no_indi,65+,2,5,2,4,1,1,2,2,2,3
1040167106,4,1,Hombre,no_indi,65+,5,3,3,1,2,2,1,1,1,4
1310121108,1,1,Hombre,indi,25_34,5,4,4,4,2,2,1,2,2,1
1310121108,2,1,Hombre,indi,25_34,5,4,1,5,3,1,1,2,2,2
1310121108,3,1,Hombre,indi,25_34,5,3,1,4,3,1,1,1,2,3
1310121108,4,1,Hombre,indi,35_44,3,4,2,3,3,1,1,1,1,4
1310121110,1,1,Hombre,indi,65+,4,2,2,2,2,1,1,1,1,1
1310121110,2,1,Hombre,indi,65+,3,2,3,3,2,1,1,1,1,2
1310121110,3,1,Hombre,no_indi,65+,4,3,2,2,1,2,1,1,1,3
1310121110,4,1,Hombre,no_indi,65+,4,2,2,2,2,1,1,1,1,4
1310121111,1,1,Mujer,indi,35_44,4,4,2,4,1,1,1,1,1,1
1310121111,2,1,Mujer,indi,35_44,3,4,2,4,3,1,1,2,1,2
1310121111,3,1,Mujer,indi,45_54,5,3,2,4,2,1,1,2,1,3
1310121111,4,1,Mujer,indi,45_54,5,4,2,4,2,1,1,1,1,4
1310121207,1,1,Mujer,no_indi,65+,5,4,2,2,1,2,1,1,1,1
1310121207,2,1,Mujer,no_indi,65+,5,4,4,4,3,2,2,2,2,2
1310121207,3,1,Mujer,no_indi,65+,5,3,3,3,2,2,1,1,1,3
1310121207,4,1,Mujer,no_indi,65+,4,3,3,3,3,1,1,1,1,4
1310121301,1,1,Hombre,no_indi,25_34,5,4,2,4,3,1,1,2,2,1
1310121301,2,1,Hombre,no_indi,25_34,4,4,2,3,3,2,1,1,1,2
1310121301,3,1,Hombre,no_indi,25_34,5,3,2,4,3,1,1,2,2,3
1310121301,4,1,Hombre,no_indi,35_44,5,3,3,4,1,2,2,1,1,4
1310135007,1,1,Mujer,indi,45_54,5,4,2,5,2,1,1,1,1,1
1310135007,2,1,Mujer,no_indi,45_54,5,4,2,4,2,1,1,2,1,2
1310135007,3,1,Mujer,no_indi,45_54,4,4,3,4,3,2,1,1,1,3
1310135007,4,1,Mujer,no_indi,45_54,5,3,3,1,3,2,2,1,1,4
1310321503,1,1,Hombre,no_indi,55_64,4,4,5,5,4,2,2,2,2,1
1310321503,2,1,Hombre,no_indi,55_64,3,3,3,3,1,2,2,1,2,2
1310321503,3,1,Hombre,no_indi,55_64,5,5,2,5,5,1,1,2,2,3
1310321503,4,1,Hombre,no_indi,55_64,2,4,1,1,1,1,1,1,1,4
1310321602,1,1,Mujer,indi,18_24,4,4,2,4,3,1,1,1,1,1
1310321602,2,1,Mujer,indi,18_24,4,5,4,3,3,2,2,2,2,2
1310321602,3,1,Mujer,indi,18_24,5,4,4,5,3,1,1,1,2,3
1310321602,4,1,Mujer,indi,18_24,4,3,2,3,4,2,2,1,1,4
1310321603,1,1,Mujer,indi,25_34,4,5,3,4,3,2,1,2,1,1
1310321603,2,1,Mujer,indi,25_34,4,3,3,5,4,1,1,1,1,2
1310321603,3,1,Mujer,indi,35_44,4,2,2,5,3,2,2,2,2,3
1310321603,4,1,Mujer,indi,35_44,5,2,2,4,2,2,1,2,1,4
1310321605,1,1,Hombre,no_indi,55_64,4,4,4,3,3,1,1,1,1,1
1310321605,2,1,Hombre,no_indi,55_64,3,5,3,4,4,1,1,1,1,2
1310321605,3,1,Hombre,no_indi,55_64,4,2,4,4,2,2,2,2,1,3
1310321605,4,1,Hombre,indi,65+,4,5,3,4,3,2,2,1,1,4
1310321802,1,1,Mujer,indi,18_24,4,4,4,5,3,2,2,2,2,1
1310321802,2,1,Mujer,indi,18_24,4,5,1,5,5,1,1,2,2,2
1310321802,3,1,Mujer,indi,18_24,4,3,2,4,2,1,1,2,1,3
1310321802,4,1,Mujer,indi,18_24,5,4,3,4,3,2,2,2,2,4
1310321805,1,1,Mujer,no_indi,35_44,4,3,3,3,4,2,2,2,2,1
1310321805,2,1,Mujer,no_indi,35_44,4,4,2,2,3,2,1,1,1,2
1310321805,3,1,Mujer,no_indi,35_44,5,3,2,1,2,1,1,1,2,3
1310321805,4,1,Mujer,no_indi,35_44,3,4,2,3,1,1,1,2,2,4
1310321902,1,1,Mujer,indi,45_54,5,4,5,4,4,2,2,2,2,1
1310321902,2,1,Mujer,indi,45_54,4,3,2,4,2,1,1,2,2,2
1310321902,3,1,Mujer,indi,45_54,4,2,2,4,2,1,1,1,1,3
1310321902,4,1,Mujer,indi,45_54,5,4,3,3,4,2,1,1,1,4
1310321903,1,1,Mujer,indi,35_44,4,2,3,3,3,2,2,2,2,1
1310321903,2,1,Mujer,indi,45_54,4,3,3,3,3,2,2,2,2,2
1310321903,3,1,Mujer,indi,45_54,4,3,3,4,3,2,1,2,1,3
1310321903,4,1,Mujer,indi,45_54,5,1,5,4,3,2,1,1,1,4
1310322001,1,1,Hombre,indi,55_64,5,5,4,3,2,2,2,2,2,1
1310322001,2,1,Hombre,indi,55_64,5,4,4,5,4,1,1,1,1,2
1310322001,3,1,Hombre,indi,55_64,5,5,2,4,5,2,1,1,1,3
1310322001,4,1,Hombre,indi,65+,4,4,3,3,1,1,1,1,1,4
1310322002,1,1,Hombre,indi,55_64,4,5,4,4,4,2,2,2,2,1
1310322002,2,1,Hombre,indi,55_64,3,4,5,4,3,2,2,2,2,2
1310322002,3,1,Hombre,indi,55_64,5,4,2,5,3,1,1,2,2,3
1310322002,4,1,Hombre,indi,55_64,5,2,2,4,2,1,1,1,1,4
1310322007,1,1,Mujer,no_indi,35_44,4,4,5,4,3,2,2,2,2,1
1310322007,2,1,Mujer,no_indi,45_54,4,5,4,4,3,2,2,2,2,2
1310322007,3,1,Mujer,no_indi,45_54,5,3,2,4,3,1,1,2,1,3
1310322007,4,1,Mujer,no_indi,45_54,4,3,2,4,3,1,1,1,1,4
1310322107,1,1,Hombre,no_indi,65+,4,2,3,2,3,2,2,2,2,1
1310322107,2,1,Hombre,no_indi,65+,5,4,1,4,3,1,1,1,1,2
1310322107,3,1,Hombre,no_indi,65+,5,2,3,3,1,2,1,1,1,3
1310322107,4,1,Hombre,no_indi,65+,4,3,3,1,1,2,1,1,1,4
1310322108,1,1,Mujer,no_indi,18_24,3,3,3,3,2,2,1,2,2,1
1310322108,2,1,Mujer,indi,18_24,5,4,2,4,1,1,1,1,1,2
1310322108,3,1,Mujer,no_indi,25_34,5,3,2,2,3,1,1,2,2,3
1310322108,4,1,Mujer,no_indi,25_34,5,5,4,4,2,2,2,2,2,4
1310322110,1,1,Mujer,no_indi,25_34,3,4,3,3,3,1,1,1,1,1
1310322110,2,1,Mujer,no_indi,25_34,5,4,1,4,1,1,1,1,1,2
1310322110,3,1,Mujer,no_indi,25_34,4,4,2,4,4,1,1,2,1,3
1310322110,4,1,Mujer,no_indi,25_34,5,3,4,2,1,2,2,1,1,4
1310322201,1,1,Mujer,indi,55_64,4,4,2,5,5,1,1,1,1,1
1310322201,2,1,Mujer,indi,55_64,5,3,2,4,4,2,1,2,1,2
1310322201,3,1,Mujer,indi,55_64,5,5,2,4,3,1,1,2,1,3
1310322201,4,1,Mujer,indi,55_64,5,3,2,4,2,2,1,2,1,4
1310322202,1,1,Mujer,indi,25_34,4,4,2,4,4,1,1,1,1,1
1310322202,2,1,Mujer,no_indi,35_44,5,4,1,4,3,1,1,1,1,2
1310322202,3,1,Mujer,no_indi,35_44,4,5,2,4,2,1,2,2,2,3
1310322202,4,1,Mujer,no_indi,35_44,5,3,3,4,3,1,1,2,2,4
1310322209,1,1,Hombre,no_indi,18_24,4,4,3,4,5,2,2,2,2,1
1310322209,2,1,Hombre,indi,18_24,3,3,4,4,2,2,1,2,1,2
1310322209,3,1,Hombre,indi,18_24,5,3,2,4,2,2,1,1,2,3
1310322209,4,1,Hombre,no_indi,25_34,5,3,4,2,2,1,1,1,1,4
1310422302,1,1,Mujer,no_indi,45_54,4,3,2,3,2,2,1,2,2,1
1310422302,2,1,Mujer,no_indi,55_64,4,4,3,3,2,1,1,1,1,2
1310422302,3,1,Mujer,no_indi,55_64,4,3,2,4,4,1,1,2,1,3
1310422302,4,1,Mujer,no_indi,55_64,5,3,1,3,2,1,1,2,2,4
1310522501,1,1,Hombre,indi,35_44,4,4,3,2,3,1,2,2,2,1
1310522501,2,1,Hombre,indi,35_44,5,4,2,5,3,1,2,2,1,2
1310522501,3,1,Hombre,indi,45_54,4,5,2,5,3,1,1,1,1,3
1310522501,4,1,Hombre,indi,45_54,5,5,1,5,2,1,1,1,1,4
1310522502,1,1,Mujer,indi,65+,4,4,2,3,3,1,2,2,1,1
1310522502,2,1,Mujer,indi,65+,5,4,2,5,1,2,1,2,2,2
1310522502,3,1,Mujer,indi,65+,5,5,2,4,1,1,1,2,1,3
1310522502,4,1,Mujer,indi,65+,4,4,2,4,2,1,2,2,2,4
1310522508,1,1,Mujer,no_indi,35_44,4,4,3,2,3,1,2,2,2,1
1310522508,2,1,Mujer,no_indi,35_44,5,4,1,3,1,1,1,2,2,2
1310522508,3,1,Mujer,no_indi,35_44,5,4,2,5,4,1,1,2,2,3
1310522508,4,1,Mujer,no_indi,35_44,5,4,2,4,4,2,2,2,2,4
1310522603,1,1,Mujer,indi,25_34,4,4,1,4,3,1,2,2,2,1
1310522603,2,1,Mujer,no_indi,25_34,5,3,3,3,3,2,2,2,1,2
1310522603,3,1,Mujer,indi,25_34,5,3,2,4,5,2,1,2,2,3
1310522603,4,1,Mujer,indi,25_34,5,3,2,4,5,2,1,2,2,4
1310522606,1,1,Mujer,no_indi,35_44,5,3,1,3,2,2,2,2,2,1
1310522606,2,1,Mujer,no_indi,35_44,5,4,1,5,3,1,1,1,2,2
1310522606,3,1,Mujer,no_indi,35_44,5,5,1,3,3,1,1,2,2,3
1310522606,4,1,Mujer,no_indi,45_54,5,4,4,3,2,1,1,1,1,4
1310522702,1,1,Hombre,no_indi,65+,4,3,1,4,3,1,1,2,1,1
1310522702,2,1,Hombre,no_indi,65+,5,4,3,3,3,1,1,1,1,2
1310522702,3,1,Hombre,no_indi,65+,5,1,2,4,1,1,2,2,2,3
1310522702,4,1,Hombre,indi,65+,5,1,2,4,1,1,2,2,2,4
1310522709,1,1,Hombre,indi,55_64,4,4,1,5,2,1,1,2,1,1
1310522709,2,1,Hombre,indi,55_64,5,4,2,4,3,1,1,1,1,2
1310522709,3,1,Hombre,indi,65+,5,4,2,4,3,1,1,1,1,3
1310522709,4,1,Hombre,indi,65+,5,4,2,4,1,1,1,1,1,4
1310522809,1,1,Hombre,indi,55_64,5,3,3,2,2,2,2,2,2,1
1310522809,2,1,Hombre,indi,65+,5,3,2,3,3,1,1,2,1,2
1310522809,3,1,Hombre,no_indi,65+,4,4,2,4,4,1,1,2,1,3
1310522809,4,1,Hombre,indi,65+,5,4,4,4,5,1,1,1,1,4
1310522901,1,1,Hombre,indi,45_54,5,4,2,5,3,2,1,2,2,1
